wordpress-mobile,WordPress-Android,https://github.com/wordpress-mobile/WordPress-Android/commit/405d65df1584b40eae2faa1c399fbe5fa4a7677a,405d65df1584b40eae2faa1c399fbe5fa4a7677a,"Read the wpcom credentials stored at blog settings, and fallback to the global wpcom credentials when verify credentials for Jetpack powered blog",commit_message
wordpress-mobile,WordPress-Android,https://github.com/wordpress-mobile/WordPress-Android/commit/54b2c05d690b421db28d7dd7c5239f417a7aabf4,54b2c05d690b421db28d7dd7c5239f417a7aabf4,Fix for low resolution thumbnails in the media library gridview for WP.com and Jetpack powered blogs. Fixes #118,commit_message
wordpress-mobile,WordPress-Android,https://github.com/wordpress-mobile/WordPress-Android/issues/7017,7017,"Unable to dismiss failed upload notification, drains battery",pull_request
wordpress-mobile,WordPress-Android,https://github.com/wordpress-mobile/WordPress-Android/issues/4770,4770,"As a bonus, if we can definitively identify that the site is powered by WordPress (or not) we should expose that to the user.",pull_request
wordpress-mobile,WordPress-Android,https://github.com/wordpress-mobile/WordPress-Android/issues/4573,4573,"I am a little uncomfortable with this. As a power user I expect my local data to be deleted when I logout from an app. I understand that most of our users are not power users, but this still feels wrong to me security-wise.",pull_request
JakeWharton,Telecine,https://github.com/JakeWharton/Telecine/pull/165,165,Someone suggested using the power button to stop and then waking the screen,pull_request
JakeWharton,Telecine,https://github.com/JakeWharton/Telecine/issues/101,101,"@andikatanpah usually it is being displayed on the top right corner of your screen, where your time and battery indicators are displayed. Just checked on 5.0.2,  works like a charm... ",pull_request
JakeWharton,Telecine,https://github.com/JakeWharton/Telecine/issues/7,7,batteryLevel,pull_request
kabouzeid,Phonograph,https://github.com/kabouzeid/Phonograph/issues/415,415,The thing that I miss the most from powerAmp is the dedicated lockscreen that let me change songs with a simple swipe!,pull_request
kabouzeid,Phonograph,https://github.com/kabouzeid/Phonograph/issues/412,412,"I read in previous issues that opus was playable but phonograph isn't detecting any of the opus files I encoded (poweramp found and played them fine, displaying album art and metadata fine, so the files aren't broken)",pull_request
kabouzeid,Phonograph,https://github.com/kabouzeid/Phonograph/issues/318,318,"Do you think it will be possible to add a dedicated lockscreen like power amp?",pull_request
kabouzeid,Phonograph,https://github.com/kabouzeid/Phonograph/issues/306,306,"This seems to be false though. I have phonograph right next to poweramp on my android 7 phone - phonograph is ignoring cd tags and ordering by track-number across all cds in the same folder, while poweramp does it correctly and like expected (see ""How it should be"" in the first post here)",pull_request
timusus,Shuttle,https://github.com/timusus/Shuttle/issues/18,18,"Not sure if there's much that can be done here, within the bounds of the native EQ. Might have to consider 3rd party Audio Players (like [Superpowered](http://superpowered.com/)).",pull_request
timusus,Shuttle,https://github.com/timusus/Shuttle/issues/12,12,There have been many requests for volume normalisation over the years. Currently considering using a 3rd party Media Player such as [SuperPowered](http://superpowered.com/) (but it has limited filetype support),pull_request
WhisperSystems,Signal-Android,https://github.com/signalapp/Signal-Android/commit/bdcfabf1eee28506c2749563d7f7a25ba506d676,bdcfabf1eee28506c2749563d7f7a25ba506d676,Silence incoming ringer when power button is pressed,commit_message
WhisperSystems,Signal-Android,https://github.com/signalapp/Signal-Android/commit/cb9f225f5962d399f48b65d5f855e11f146cbbcb,cb9f225f5962d399f48b65d5f855e11f146cbbcb,Should help with battery consumption on audio-only calls,commit_message
WhisperSystems,Signal-Android,https://github.com/signalapp/Signal-Android/issues/7375,7375,"Turning off battery optimizations (doze) for the Signal app seems to **improve** the chances of establishing a call, but short of a 100% success rate. ",pull_request
WhisperSystems,Signal-Android,https://github.com/signalapp/Signal-Android/issues/7353,7353,"When data is off, there are no notifications for MMS-based messages. I keep data off unless needed to help conserve battery and to block unwanted communications. This results in me missing MMS texts for many hours, if not days, when using Signal as the default messenger app.",pull_request
WhisperSystems,Signal-Android,https://github.com/signalapp/Signal-Android/issues/7314,7314,"Signal is excluded from the battery optimization, I am android developer, clocks are synchronized +/- 1 second in all phones. There is a problem with the background task itself.",pull_request
WhisperSystems,Signal-Android,https://github.com/signalapp/Signal-Android/issues/7227,7227,"Other similar bugs mentioned that power saving may be an issue. Via the ""Security"" app in the MIUI I set battery saver to ""Off"", and under ""App Battery Saver"", Signal has a custom setting  of ""No Restrictions"".",pull_request
WhisperSystems,Signal-Android,https://github.com/signalapp/Signal-Android/issues/7133,7133,Signal is in the list of apps to ignore for power saving,pull_request
WhisperSystems,Signal-Android,https://github.com/signalapp/Signal-Android/issues/7016,7016,"I'm running 4.11.3 and the problem persists. I am not receiving messages, and when I open the app no avatars are shown. Opening a conversation either shows the Unsecure SMS textbox, or crashes the app. It usually happens one more time after that (i.e. I open the app and trying to open a conversation the app crashes), and after that the app works and receives all the pending messages. I'm using a Honor 8, latest EMUI 5.0.1, I have disabled EMUI's power management but I'm not ""ignoring optimizations"". I'm using the app for SMS as well. Problem started ever since I installed 4.11.x, but now it happens almost every few hours.",pull_request
